lr,threshold,precision,recall,fmeasure
0.01,0.69,0.09248850281042412,0.9890710382513661,0.1691588785046729
0.01,0.7,0.09163558870538092,0.9398907103825137,0.1669902912621359
0.01,0.71,0.09696969696969697,0.08743169398907104,0.09195402298850575
0.01,0.72,0.09185918591859187,0.912568306010929,0.16691654172913545
0.01,0.73,0.09156010230179028,0.9781420765027322,0.16744621141253507
0.01,0.74,0.09133367929423974,0.9617486338797814,0.166824644549763
0.01,0.75,0.09133367929423974,0.9617486338797814,0.166824644549763
0.01,0.76,0.09173387096774194,0.994535519125683,0.16797415782187355
0.01,0.77,0.09220231822971549,0.9562841530054644,0.16818837097549252
0.01,0.78,0.09168443496801706,0.9398907103825137,0.16707139388052453
0.01,0.79,0.09184224743381955,0.9289617486338798,0.1671583087512291
0.01,0.8,0.09134107708553327,0.9453551912568307,0.16658642272508425
0.01,0.81,0.09190974133186572,0.912568306010929,0.167
0.01,0.82,0.08247422680412371,0.04371584699453552,0.05714285714285714
0.01,0.83,0.0920702501330495,0.9453551912568307,0.16779825412221144
0.01,0.84,0.09602076124567474,0.6065573770491803,0.16579536967886482
0.01,0.85,0.08773784355179703,0.453551912568306,0.14703277236492468
0.01,0.86,0.09541984732824428,0.546448087431694,0.16246953696181968
0.01,0.87,0.09134615384615384,0.9344262295081968,0.16642335766423355
0.01,0.88,0.09120521172638436,0.9180327868852459,0.16592592592592592
0.01,0.89,0.09125475285171103,0.9180327868852459,0.16600790513833993
0.01,0.9,0.09144542772861357,0.8469945355191257,0.1650692225772098
0.01,0.91,0.08761061946902655,0.5409836065573771,0.1507996953541508
0.01,0.92,0.09258194364577343,0.8797814207650273,0.16753381893860564
0.01,0.93,0.09667359667359668,0.5081967213114754,0.1624454148471616
0.01,0.94,0.08760545100584036,0.7377049180327869,0.15661252900232017
0.01,0.95,0.08752997601918465,0.3989071038251366,0.14355948869223206
0.01,0.96,0.07423580786026202,0.18579234972677597,0.1060842433697348
0.01,0.97,0.05660377358490566,0.01639344262295082,0.02542372881355932
0.01,0.98,0.08421052631578947,0.04371584699453552,0.05755395683453237
0.01,0.99,0.09803921568627451,0.0546448087431694,0.07017543859649124
0.1,0.5,0.08839779005524862,0.08743169398907104,0.08791208791208792
0.1,0.51,0.0915915915915916,1.0,0.16781292984869325
0.1,0.52,0.09168336673346693,1.0,0.1679669573198715
0.1,0.53,0.09177532597793381,1.0,0.16812126779972442
0.1,0.54,0.09158679446219382,0.9398907103825137,0.16690926734594858
0.1,0.55,0.09163745618427642,1.0,0.16788990825688077
0.1,0.56,0.0916313559322034,0.9453551912568307,0.16706904876871076
0.1,0.57,0.0910025706940874,0.9672131147540983,0.16635338345864664
0.1,0.58,0.09131961866532864,0.994535519125683,0.16727941176470587
0.1,0.59,0.09209864116758933,1.0,0.16866359447004609
0.1,0.6,0.09182137481184144,1.0,0.1681985294117647
0.1,0.61,0.09159536990437846,0.994535519125683,0.16774193548387095
0.1,0.62,0.09168765743073048,0.994535519125683,0.1678966789667897
0.1,0.63,0.09154929577464789,0.994535519125683,0.16766467065868262
0.1,0.64,0.09164149043303121,0.994535519125683,0.1678192715537114
0.1,0.65,0.09168443496801706,0.9398907103825137,0.16707139388052453
0.1,0.66,0.09200603318250378,1.0,0.16850828729281767
0.1,0.67,0.08875739644970414,0.08196721311475409,0.08522727272727272
0.1,0.68,0.09173387096774194,0.994535519125683,0.16797415782187355
0.1,0.69,0.09164149043303121,0.994535519125683,0.1678192715537114
0.1,0.7,0.09162717219589257,0.9508196721311475,0.1671469740634006
0.1,0.71,0.08982035928143713,0.08196721311475409,0.0857142857142857
0.1,0.72,0.09147935180345008,0.9562841530054644,0.16698473282442752
0.1,0.73,0.08492569002123142,0.2185792349726776,0.12232415902140671
0.1,0.74,0.0919656392117231,0.994535519125683,0.1683626271970398
0.1,0.75,0.09305912596401028,0.9890710382513661,0.17011278195488722
0.1,0.76,0.09507042253521127,0.5901639344262295,0.1637604245640637
0.1,0.77,0.09134615384615384,0.9344262295081968,0.16642335766423355
0.1,0.78,0.09155645981688708,0.9836065573770492,0.16751977664029782
0.1,0.79,0.09229984701682815,0.9890710382513661,0.16884328358208958
0.1,0.8,0.09173333333333333,0.9398907103825137,0.1671525753158406
0.1,0.81,0.09168443496801706,0.9398907103825137,0.16707139388052453
0.1,0.82,0.09178228388473852,0.9398907103825137,0.16723383568303354
0.1,0.83,0.09173333333333333,0.9398907103825137,0.1671525753158406
0.1,0.84,0.08891752577319588,0.7540983606557377,0.15907780979827088
0.1,0.85,0.09173333333333333,0.9398907103825137,0.1671525753158406
0.1,0.86,0.09282934963868816,0.912568306010929,0.16851664984863773
0.1,0.87,0.09125475285171103,0.9180327868852459,0.16600790513833993
0.1,0.88,0.10588235294117647,0.3442622950819672,0.16195372750642673
0.1,0.89,0.08935361216730038,0.7704918032786885,0.16013628620102216
0.1,0.9,0.08620689655172414,0.0273224043715847,0.04149377593360996
0.1,0.91,0.09190974133186572,0.912568306010929,0.167
0.1,0.92,0.09173333333333333,0.9398907103825137,0.1671525753158406
0.1,0.93,0.09245076586433261,0.9234972677595629,0.16807558428642466
0.1,0.94,0.06976744186046512,0.01639344262295082,0.026548672566371678
0.1,0.95,0.09227871939736347,0.8032786885245902,0.16554054054054054
0.1,0.96,0.09155313351498638,0.9180327868852459,0.16650148662041628
0.1,0.97,0.023255813953488372,0.00546448087431694,0.008849557522123895
0.1,0.98,0.09577464788732394,0.18579234972677597,0.12639405204460966
0.1,0.99,0.08695652173913043,0.1092896174863388,0.09685230024213075
