lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,512,100,20,64,10,1,CNN,1,1.0,0.6826666666666666,0.8114104595879557
0.01,512,100,20,64,10,1,CNN,2,0.5,0.6826666666666666,0.5772266065388952
0.01,512,100,20,64,10,1,CNN,3,0.3138020833333333,0.6426666666666667,0.42169728783902016
0.01,512,100,20,64,10,0.1,CNN,1,1.0,0.6826666666666666,0.8114104595879557
