lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,128,100,20,64,10,1,CNN,1,0.2421875,0.09935897435897435,0.1409090909090909
0.01,128,100,20,64,10,1,CNN,2,0.6015625,0.49358974358974356,0.5422535211267605
0.01,128,100,20,64,10,1,CNN,3,0.4322916666666667,0.9294871794871795,0.590124546435226
0.01,128,100,20,64,10,0.1,CNN,1,0.5546875,0.22756410256410256,0.3227272727272727
0.01,128,100,20,64,10,0.1,CNN,2,0.55859375,0.8557692307692308,0.6759613341831315
0.01,128,100,20,64,10,0.1,CNN,3,0.3463541666666667,0.8237179487179487,0.48765907664212743
0.01,128,100,20,64,50,1,CNN,1,0.7109375,0.2916666666666667,0.41363636363636364
