rate,TranAD,RCoder,USAD,GDN,OmniAnomaly
0.05,0.09604050496442304,0.5881030251597312,0.09552328880884689,0.09678117738752938,0.27487721351418415
0.1,0.1794356666381874,0.7403061998980915,0.17827236899469162,0.1798585575855473,0.17863363110430702
0.15,0.24786858760483582,0.7580345128246514,0.2471753164391557,0.24805542616723217,0.3168461365442978
0.2,0.31158242965685323,0.8329772281929888,0.31071050673713874,0.3113819520287125,0.3253236755092525
0.25,0.3671605650035425,0.8633792842097361,0.36593369834047984,0.36707841618694353,0.37341155673139503
0.3,0.4168127372810796,0.886102580257831,0.4157204995342435,0.4167873414435704,0.41658958078590064
0.35,0.46055199510721956,0.9031244778391272,0.45936919838748924,0.4604946758958201,0.4603739370633891
0.4,0.5020639765637361,0.9170388568065085,0.5007871401541181,0.5019801724055197,0.5018671735705896
0.45,0.5365025418867242,0.926617177487649,0.5350961624374231,0.5364066482713412,0.5362516990461744
