lr,precision,recall,fmeasure
0.0001,0.10991787744788377,0.4142857142857143,0.17373939091362955
0.001,0.03631647211413749,1.0,0.07008760951188986
0.01,0.03631647211413749,1.0,0.07008760951188986
0.1,0.0977084659452578,0.7309523809523809,0.17237507018528916
