lr,precision,recall,fmeasure
0.0001,0.10492183617829948,0.7369778914020488,0.1836918840939634
0.001,0.10574701492293005,0.7133407864973875,0.18418943283997188
0.01,0.10468577937681955,0.7368354162507955,0.1833256018349694
0.1,0.10309886448629905,0.7526132859700276,0.18135438450753258
0.001,0.10595596234169141,0.7407657701899275,0.18539396600955205
0.001,0.10595596234169141,0.7407657701899275,0.18539396600955205
