lr,precision,recall,fmeasure
0.0001,0.19834710743801653,0.32432432432432434,0.2461538461538462
0.001,0.20134228187919462,0.40540540540540543,0.26905829596412556
0.01,0.20149253731343283,0.36486486486486486,0.25961538461538464
0.1,0.5660377358490566,0.40540540540540543,0.4724409448818898
