lr,precision,recall,fmeasure
0.0001,0.09989959839357429,0.998995983935743,0.18163563344286235
0.001,0.10455943307928868,0.785140562248996,0.18454277286135692
0.01,0.10033265371821011,0.9387550200803213,0.18128938439166262
0.1,0.09978854093243379,0.9949799196787149,0.18138555870778802
0.0001,0.11907442327795187,0.9994462901439646,0.2127962212377734
0.001,0.1954596225642546,0.8237356958287191,0.3159493873132278
0.01,0.20639516885718037,0.9671465485418972,0.3401913578979531
0.1,0.11500131040199282,0.9972314507198228,0.20622108539796818
