lr,precision,recall,fmeasure
0.0001,0.8871851040525739,0.8132530120481928,0.8486118386589837
0.001,0.7447306791569087,0.6385542168674698,0.6875675675675675
0.01,0.996993987975952,0.998995983935743,0.9979939819458375
0.1,0.997979797979798,0.4959839357429719,0.6626425217974514
