lr,precision,recall,fmeasure
0.0001,0.26618705035971224,0.5,0.3474178403755869
0.001,0.21739130434782608,0.33783783783783783,0.26455026455026454
0.01,0.21875,0.3783783783783784,0.2772277227722772
0.1,Error,Error,Error
