lr,precision,recall,fmeasure
0.0001,0.9090909090909091,0.9494949494949495,0.9288537549407114
0.001,0.9445506692160612,0.997979797979798,0.9705304518664047
0.01,0.4945054945054945,1.0,0.6617647058823529
0.1,Error,Error,Error
