lr,precision,recall,fmeasure
0.0001,0.09488202558600935,0.977732558139535,0.1729777815913178
0.001,0.1018105898181507,0.9623255813953487,0.1841398454245352
0.01,1.0,0.4791860465116279,0.6479050389120352
0.1,Error,Error,Error
0.1,Error,Error,Error
0.1,1.0,0.4791860465116279,0.6479050389120352
0.1,1.0,0.4791860465116279,0.6479050389120352
