lr,precision,recall,fmeasure
0.0001,0.4433801946547196,0.29435897435897435,0.35381865253035816
0.001,0.4067495559502664,0.30533333333333335,0.34881949733434886
0.01,0.44546875,0.2924102564102564,0.3530650154798762
0.1,0.36574932268643945,0.2630769230769231,0.30603114001073795
