dsName,TranAD,USAD,OmniAnomaly,GDN,RCoder
ecg,307.4195919,598.1543322,878.5113134,1727.248202,213.4921632
smtp,39.4536376,346.3717465,416.7313852,863.3060086,82.68627429
dlr,21.86539841,85.72436237,135.3532015,208.3318081,31.85692739
ecg,140.07408738136292,466.71769642829895,1885.8041033744812,571.7046840190887,Error
smtp,35.169408082962036,403.5042350292206,1193.6807844638824,507.52673172950745,Error
dlr,22.57723116874695,100.40458655357361,282.2273347377777,125.10274386405945,Error
ecg,Error
smtp,Error
dlr,Error
