dsName,TranAD,USAD,GDN,OmniAnomaly
twitter,0.4724409448818898,0.2790697674418604,0.2608695652173913,0.23052959501557632
yahoo,0.75,0.75,0.75,1.0
twitter,0.4724409448818898,0.2790697674418604,0.2608695652173913,0.23052959501557632
yahoo,0.75,0.75,0.75,1.0
