dsName,TranAD,USAD,GDN,OmniAnomaly,RCoder
exathlon_sp_pos,0.10557691528034921,0.18798434143928147,0.106242974336897,0.11196499949842195,Error
uni_subg_sp_pos,0.9195414462081128,0.8373271889400923,0.9126984126984127,Error,Error
uni_subs_sp_pos,0.07276302851524091,0.049931299726309844,0.09497606491727167,0.0838376853682976,Error
uni_subt_sp_pos,0.047303111749163386,0.483752114898865,0.6420568902503249,0.06823611773156071,Error
