dsName,TranAD,USAD,GDN,OmniAnomaly,RCoder
exathlon_sp_pos,0.7369778914020488,0.9928845499070218,0.7360349311016445,0.8426084556702534,Error
uni_subg_sp_pos,0.8992441860465117,0.9404651162790698,0.4662790697674419,Error,Error
uni_subs_sp_pos,0.25645348837209303,0.9261046511627907,0.9552325581395349,0.8873837209302325,Error
uni_subt_sp_pos,0.979186046511628,0.5861627906976744,0.8185465116279069,0.9537790697674419,Error
