ecg,TranAD,th,0.4352999999999684,0.48573638334044644,tth,0.3887999999999735,0.36576879973366055
ecg,USAD,th,0.166399999999998,0.4879752643687554,tth,0.0812000000000013,0.3342179777816653
ecg,GDN,th,0.14220000000000066,0.5013149836191981,tth,0.06700000000000089,0.3429929766073841
ecg,OmniAnomaly,th,0.23749999999999016,0.5791260410108375,tth,0.1852999999999959,0.3548672245950985
smtp,OmniAnomaly,th,0.0001,0.0,tth,0.8989999999999173,0.2790649649238595
dlr,OmniAnomaly,th,0.0001,0.0,tth,0.0001,0.0
smtp,TranAD,th,0.0001,0.0,tth,0.8992999999999173,0.17142351034778985
smtp,USAD,th,0.0001,0.0,tth,0.8758999999999199,0.23076431962345434
dlr,TranAD,th,0.8998999999999172,0.22429659144129643,tth,0.8999999999999172,0.15197611090179708
dlr,USAD,th,0.8999999999999172,0.2258478270627233,tth,0.8998999999999172,0.1543468748980118
dlr,GDN,th,0.8956999999999177,0.16555159969512426,tth,0.8582999999999218,0.07515444825589847
dlr,OmniAnomaly,th,0.0001,0.0,tth,0.0001,0.0
smtp,TranAD,th,0.07000000000000098,0.0030812714617105426,tth,0.8597999999999216,0.10908674395704902
smtp,USAD,th,0.0004,0.0018613107047869225,tth,0.828899999999925,0.13332869151518445
smtp,GDN,th,0.7395999999999349,0.006239852050299965,tth,0.5820999999999522,0.10958558839653003
smtp,OmniAnomaly,th,0.8999999999999172,0.7026977648211122,tth,0.8939999999999179,0.2727225207394114
credit,TranAD,th,0.8999999999999172,0.010300414235437119,tth,0.8983999999999174,0.02816534164074975
credit,TranAD,th,0.8999999999999172,0.010300414235437119,tth,0.8983999999999174,0.02816534164074975
credit,USAD,th,0.8884999999999185,0.09676918571304764,tth,0.8998999999999172,0.02777399912464139
credit,GDN,th,0.8882999999999185,0.09625167803107858,tth,0.8990999999999173,0.02762049028668293
credit,OmniAnomaly,th,0.584299999999952,0.009408400040183446,tth,0.36909999999997567,0.04411392428740732
ecg,TranAD,th,0.3879999999999736,0.4449052885345279,tth,0.3453999999999783,0.30064453529791185
ecg,USAD,th,0.166399999999998,0.4879752643687554,tth,0.0812000000000013,0.3342179777816653
ecg,GDN,th,0.15119999999999967,0.5061089675158543,tth,0.07010000000000098,0.35453708667650163
ecg,OmniAnomaly,th,0.24209999999998966,0.5820845870794843,tth,0.18069999999999642,0.36255199621635503
smtp,TranAD,th,0.05920000000000067,0.0031641539826676593,tth,0.8525999999999224,0.16215716596299484
smtp,USAD,th,0.0004,0.0018613107047869225,tth,0.828899999999925,0.13332869151518445
smtp,GDN,th,0.6577999999999439,0.00906972221935017,tth,0.7946999999999288,0.16948751517336988
smtp,OmniAnomaly,th,0.883499999999919,0.764700709371672,tth,0.8963999999999176,0.3076873110556326
dlr,TranAD,th,0.6828999999999411,0.06595356028441972,tth,0.8050999999999277,0.08800828696286332
dlr,USAD,th,0.8999999999999172,0.2258478270627233,tth,0.8998999999999172,0.1543468748980118
dlr,GDN,th,0.8971999999999175,0.1671062945289441,tth,0.8616999999999214,0.07329888729044232
dlr,OmniAnomaly,th,0.0001,0.0,tth,0.0001,0.0
