dim,precision,recall,fmeasure
0,0.45535714285714285,0.44551328059782624,0.45038142950661375
1,0.23660714285714285,0.2396672141912347,0.23812734801743238
2,0.27767857142857144,0.26367897491590875,0.2704977572209148
